from_year,area.avg,to_year,model,group,weight
2019,8.369188,NA,Porsche,911 Coupe Coupe,1515
1984,7.2646630000000005,1989,Porsche,911 Targa Coupe,1251.6666666666667
1989,7.021,1993,Porsche,911 Targa Coupe,1400
1995,7.365075,1997,Porsche,911 Targa Coupe,1387.5
2001,7.8411,2005,Porsche,911 Targa Coupe,1372.5
2014,8.328444000000001,2016,Porsche,911 Targa Coupe,1463.3333333333333
2015,8.350050666666666,NA,Porsche,911 Targa Coupe,1563.3333333333333
2014,9.00742,NA,Porsche,918 Spyder Convertible,1660
1985,7.09385,1988,Porsche,924 Coupe,1225
1983,8.164692,1986,Porsche,928 Coupe,1450
1986,8.38008,1995,Porsche,928 Coupe,1600.6666666666667
1981,7.310133333333334,1991,Porsche,944 Coupe,1306.6666666666667
1988,7.33905,1991,Porsche,944 Cabriolet Convertible,1310
1991,7.4952,1995,Porsche,968 Cabriolet Convertible,1370
1991,7.4952,1995,Porsche,968 Coupe Coupe,1345
1996,7.6807,2002,Porsche,Boxster Convertible,1291.6666666666667
2002,7.6896,2005,Porsche,Boxster Convertible,1327.5
2005,7.7430645,2009,Porsche,Boxster Convertible,1340
2009,7.819942,2012,Porsche,Boxster Convertible,1336.375
2012,7.897585111111111,2016,Porsche,Boxster Convertible,1308.888888888889
2003,8.861573,2006,Porsche,Carrera GT Convertible,1380
2002,9.222266666666668,2007,Porsche,Cayenne Suv,2251.6666666666665
2007,9.278874444444444,2010,Porsche,Cayenne Suv,2241.1111111111113
2010,9.408509,2014,Porsche,Cayenne Suv,2091.25
2014,9.42841,NA,Porsche,Cayenne Suv,2146.5
2017,9.75636,NA,Porsche,Cayenne Suv,2093.75
2019,9.793339,NA,Porsche,Cayenne Coupe Suv,2068.3333333333335
2005,7.818141,2009,Porsche,Cayman Coupe,1328
2009,7.8208424999999995,2013,Porsche,Cayman Coupe,1344.375
2013,7.917481555555556,NA,Porsche,Cayman Coupe,1306.111111111111
2014,9.0343565,NA,Porsche,Macan Suv,1851.6666666666667
2018,9.030408,NA,Porsche,Macan Suv,1805
2009,9.59707,2013,Porsche,Panamera Hatchback,1838.9285714285713
2013,9.750807307692309,NA,Porsche,Panamera Hatchback,1932.3076923076924
2016,9.892259000000001,NA,Porsche,Panamera Hatchback,2033.076923076923
2017,9.781019857142857,NA,Porsche,Panamera Sport Turismo Wagon,2047.142857142857
1983,6.60846,1986,Renault,11 Hatchback,846.1111111111111
1983,6.60846,1986,Renault,11 Hatchback,866.75
1986,6.742302,1988,Renault,11 Hatchback,862
1986,6.742302,1988,Renault,11 Hatchback,886.6666666666666
1980,7.399509,1984,Renault,18 Sedan,1002.2222222222222
1984,7.452224,1986,Renault,18 Sedan,984.5
1980,7.517739,1984,Renault,18 Combi Wagon,1046.75
1984,7.609952,1986,Renault,18 Combi Wagon,1033
1988,7.03857,1992,Renault,19 Hatchback,969.1818181818181
1988,7.03857,1992,Renault,19 Hatchback,989.1818181818181
1992,7.058752,1994,Renault,19 Hatchback,1013.8666666666667
1992,7.058752,1994,Renault,19 Hatchback,1033.8666666666666
1992,7.204608,1994,Renault,19 Sedan,1032.6153846153845
1994,7.058752,1995,Renault,19 Hatchback,990.9166666666666
1994,7.058752,1996,Renault,19 Hatchback,1010.9166666666666
1994,7.204608,1995,Renault,19 Sedan,1016.6363636363636
1992,7.058752,1995,Renault,19 Cabriolet Convertible,1201
1995,7.058752,1996,Renault,19 Cabriolet Convertible,1151.6666666666667
1989,7.219828,1992,Renault,19 Chamade Sedan,1006.2
1980,7.80152,1984,Renault,20 Hatchback,1240
1986,7.656769333333333,1990,Renault,21 Sedan,1049.142857142857
1989,7.699686,1994,Renault,21 Hatchback,1117.923076923077
1989,7.811820285714286,1994,Renault,21 Sedan,1112.2857142857142
1986,7.922664,1989,Renault,21 Nevada Wagon,1093.1666666666667
1989,8.100118,1993,Renault,21 Nevada Wagon,1172.3333333333333
1984,8.191956,1988,Renault,25 Hatchback,1203.0625
1988,8.511678,1992,Renault,25 Hatchback,1248.85
1982,7.794,1984,Renault,30 Hatchback,1257
1981,5.64769125,1984,DS,5 Hatchback,860
1984,5.692798666666667,1987,DS,5 Hatchback,748.4166666666666
